Gp0017172,"Lactobacillus casei UW1",PRJNA68475,SAMN02472003,Ga0015087,AFYR00000000,2534681636,"Lactobacillus casei UW1",1582,"","",Mesophile,"","",
Gp0005127,"Bacillus subtilis spizizenii W23",PRJNA38713,"",Ga0027711,CP002183,648028008,"Bacillus subtilis spizizenii W23",655816,"","",Mesophile,"","",
Gp0005849,"Thermincola potens JR",PRJNA41467,SAMN02598533,Ga0031165,CP002028,646564578,"Thermincola potens JR",635013,"","",Thermophile,"","",
Gp0005694,"Cellulosilyticum lentocellum RHM5, DSM 5427",PRJNA41511,SAMN00013959,Ga0028362,CP002582,650716026,"Cellulosilyticum lentocellum RHM5, DSM 5427",642492,"",40C,Mesophile,"","",40.0
Gp0006530,"Corynebacterium diphtheriae BH8",PRJNA42423,"",Ga0009380,CP003209,2511231099,"Corynebacterium diphtheriae BH8",698973,"","",Mesophile,"","",
Gp0006440,"Corynebacterium diphtheriae INCA 402",PRJNA42419,"",Ga0009373,CP003208,2511231088,"Corynebacterium diphtheriae INCA 402",698972,"","",Mesophile,"","",
Gp0006465,"Corynebacterium diphtheriae HC02",PRJNA42411,"",Ga0009375,CP003213,2511231091,"Corynebacterium diphtheriae HC02",698968,"","",Mesophile,"","",
Gp0006504,"Corynebacterium diphtheriae 31A",PRJNA42399,"",Ga0009323,CP003206,2511231075,"Corynebacterium diphtheriae 31A",698962,"","",Mesophile,"","",
Gp0006678,"Pantoea ananatis LMG 20103",PRJNA43085,"",Ga0029720,CP001875,646564558,"Pantoea ananatis LMG 20103",706191,"","",Mesophile,"","",
Gp0006401,"Helicobacter pylori 52",PRJNA39507,"",Ga0029005,CP001680,646862329,"Helicobacter pylori 52",684950,"",37,Mesophile,"","",37.0
Gp0003863,"Mycoplasma fermentans PG18",PRJDA28473,"",Ga0029540,AP009608,650377959,"Mycoplasma fermentans PG18",496833,"","",Mesophile,"","",
Gp0005263,"Prevotella baroniae F0067",PRJNA78601,SAMN00828753,Ga0034562,AWEY00000000,2600254993,"Prevotella baroniae F0067",1115809,"","",Mesophile,"","",
Gp0000889,"Streptococcus infantarius infantarius ATCC BAA-102",PRJNA20527,SAMN00000017,Ga0030643,ABJK00000000,641736171,"Streptococcus infantarius infantarius ATCC BAA-102",471872,"",37,Mesophile,"","",37.0
Gp0006055,"Mycobacterium tusciae JS617",PRJNA52639,SAMN02256521,Ga0024906,AGJJ00000000,2508501052,"Mycobacterium tusciae JS617",710687,"","",Mesophile,"","",
Gp0006315,"Mariprofundus ferrooxydans M34",PRJNA165245,SAMN02256458,Ga0025209,ARAU00000000,2513237158,"Mariprofundus ferrooxydans M34",1188231,"","",Mesophile,"","",
Gp0000337,"Lactobacillus delbrueckii bulgaricus sv. E Lb14",PRJNA16871,SAMEA3138258,Ga0029158,CR954253,637000139,"Lactobacillus delbrueckii bulgaricus sv. E Lb14",390333,"",42C,Mesophile,"","",42.0
Gp0000318,"Shigella flexneri sv. 5 8401",PRJNA16375,SAMN02603604,Ga0030303,CP000266,637000265,"Shigella flexneri sv. 5 8401",373384,"",37,Mesophile,"","",37.0
Gp0009279,"Neisseria meningitidis M01-240149",PRJNA61069,"",Ga0029608,CP002421,651053050,"Neisseria meningitidis M01-240149",935591,"","",Mesophile,"","",
Gp0006467,"Candidatus Poribacteria sp. WGA-A3",PRJEA42397,SAMN02472029,Ga0011433,ADFK00000000,2265129010,"Candidatus Poribacteria sp. WGA-A3",700750,"","",Mesophile,"","",
Gp0013870,"Actinobacillus capsulatus DSM 19761",PRJNA174169,SAMN02441362,Ga0001158,ARFN00000000,2519899771,"Actinobacillus capsulatus DSM 19761",1120931,"","",Mesophile,"","",
Gp0013925,"Actinobaculum schaalii DSM 15541",PRJNA185527,SAMN02441197,Ga0002327,AUBK00000000,2524614731,"Actinobaculum schaalii DSM 15541",1120932,"","",Mesophile,"","",
Gp0013928,"Actinokineospora inagensis DSM 44258",PRJNA188797,SAMN02441427,Ga0002695,AXWW00000000,2528768220,"Actinokineospora inagensis DSM 44258",1120935,"","22 - 27 C",Mesophile,"","",24.5
Gp0013929,"Actinomadura atramentaria DSM 43919",PRJNA185238,SAMN02441315,Ga0001362,ARMS00000000,2519899649,"Actinomadura atramentaria DSM 43919",1120936,"","28 - 37 C",Mesophile,"","",32.5
Gp0013930,"Actinomadura rifamycini DSM 43936",PRJNA188798,SAMN02441154,Ga0002099,AULB00000000,2523533532,"Actinomadura rifamycini DSM 43936",1120937,"","",Mesophile,"","",
Gp0013934,"Actinomyces georgiae DSM 6843",PRJNA185530,SAMN02441198,Ga0002360,AUBM00000000,2523231019,"Actinomyces georgiae DSM 6843",1120942,"","",Mesophile,"","",
Gp0013935,"Actinomyces gerencseriae DSM 6844",PRJNA185531,SAMN02441199,Ga0002359,AUBN00000000,2524023137,"Actinomyces gerencseriae DSM 6844",1120943,"","37 C",Mesophile,"","",37.0
Gp0013937,"Actinomyces neuii neuii DSM 8576",PRJNA185520,SAMN02441245,Ga0002357,ATUW00000000,2524023166,"Actinomyces neuii neuii DSM 8576",1120945,"","",Mesophile,"","",
Gp0013939,"Actinomyces vaccimaxillae DSM 15804",PRJNA185522,SAMN02441246,Ga0002006,ATUX00000000,2523533527,"Actinomyces vaccimaxillae DSM 15804",1120947,"","",Mesophile,"","",
Gp0013945,"Aerococcus urinaeequi DSM 20341",PRJNA188799,SAMN02440813,Ga0002761,AULC00000000,2524614650,"Aerococcus urinaeequi DSM 20341",1120952,"","",Mesophile,"","",
Gp0014005,"Agrococcus lahaulensis DSM 17612",PRJNA188801,SAMN02440814,Ga0002759,AULD00000000,2524023149,"Agrococcus lahaulensis DSM 17612",1120958,"","30 C",Mesophile,"","",30.0
Gp0014006,"Agromyces italicus DSM 16388",PRJNA188809,SAMN02441581,Ga0002798,ATXF00000000,2524023150,"Agromyces italicus DSM 16388",1120959,"","28 C",Mesophile,"","",28.0
Gp0014007,"Agromyces subbeticus DSM 16689",PRJNA188814,SAMN02441229,Ga0002765,ATXG00000000,2524023187,"Agromyces subbeticus DSM 16689",1120960,"","28 C",Mesophile,"","",28.0
Gp0014010,"Algicola sagamiensis DSM 14643",PRJNA174974,SAMN02441017,Ga0000018,ARFX00000000,2519899678,"Algicola sagamiensis DSM 14643",1120963,"","27 C",Mesophile,"","",27.0
Gp0014012,"Algoriphagus mannitolivorans DSM 15301",PRJNA185541,SAMN02441202,Ga0001406,AUBV00000000,2523533553,"Algoriphagus mannitolivorans DSM 15301",1120965,"","35-40 C",Mesophile,"","",37.5
Gp0014013,"Algoriphagus marincola DSM 16067",PRJNA185540,SAMN02440616,Ga0002036,AUBU00000000,2523533625,"Algoriphagus marincola DSM 16067",1120966,"","37 C",Mesophile,"","",37.0
Gp0014017,"Aliagarivorans taiwanensis DSM 22990",PRJNA185545,SAMN02440618,Ga0002303,AUBZ00000000,2524614757,"Aliagarivorans taiwanensis DSM 22990",1120970,"","25-30 C",Mesophile,"","",27.5
Gp0012972,"Allofustis seminis DSM 15817",PRJNA174172,SAMN02441698,Ga0000021,ARFP00000000,2518285549,"Allofustis seminis DSM 15817",1120978,"","37 C",Mesophile,"","",37.0
Gp0012977,"Amorphus coralli DSM 19760",PRJNA174976,SAMN02440442,Ga0000022,ARFZ00000000,2517572147,"Amorphus coralli DSM 19760",1120983,"","25-30 C",Mesophile,"","",27.5
Gp0012979,"Amycolatopsis taiwanensis DSM 45107",PRJNA165363,SAMN02584918,Ga0025245,JAFB00000000,2515154032,"Amycolatopsis taiwanensis DSM 45107",1120984,"","",Mesophile,"","",
Gp0012982,"Anaerobiospirillum succiniciproducens DSM 6400",PRJNA188817,SAMN02440755,Ga0002691,AXWV00000000,2528768184,"Anaerobiospirillum succiniciproducens DSM 6400",1120988,"","",Mesophile,"","",
Gp0012986,"Anaeromusa acidaminophila DSM 3853",PRJNA174977,SAMN02440443,Ga0000847,ARGA00000000,2518285615,"Anaeromusa acidaminophila DSM 3853",1120992,"","38 C",Mesophile,"","",38.0
Gp0013387,"Anaerovorax odorimutans DSM 5092",PRJNA195753,SAMN02441533,Ga0002826,AUFC00000000,2524614531,"Anaerovorax odorimutans DSM 5092",1120998,"","37 C","","","",37.0
Gp0013390,"Aneurinibacillus terranovensis DSM 18919",PRJNA188818,SAMN02440807,Ga0002790,AUMJ00000000,2524614808,"Aneurinibacillus terranovensis DSM 18919",1121002,"","37-45 C",Thermotolerant,"","",41.0
Gp0013392,"Aquaspirillum serpens DSM 68",PRJNA185548,SAMN02440573,Ga0002314,ATVC00000000,2524614869,"Aquaspirillum serpens DSM 68",1121004,"","",Mesophile,"","",
Gp0013395,"Aquimarina muelleri DSM 19832",PRJNA188820,SAMN02441476,Ga0002703,AUML00000000,2524023059,"Aquimarina muelleri DSM 19832",1121007,"","",Mesophile,"","",
Gp0013399,"Arenibacter certesii DSM 19833",PRJNA185549,SAMN02440866,Ga0002020,AUCB00000000,2523231023,"Arenibacter certesii DSM 19833",1121011,"","",Mesophile,"","",
Gp0013400,"Arenibacter latericius DSM 15913",PRJNA188327,SAMN02440812,Ga0002023,AUKX00000000,2524614597,"Arenibacter latericius DSM 15913",1121012,"","",Mesophile,"","",
Gp0013401,"Arenimonas composti TR7-09, DSM 18010",PRJNA195778,SAMN02441520,Ga0002827,AUFF00000000,2524614513,"Arenimonas composti TR7-09, DSM 18010",1121013,"","30 C",Mesophile,"","",30.0
Gp0013403,"Arenimonas oryziterrae YC6267, DSM 21050",PRJNA185550,SAMN02441585,Ga0001394,ATVD00000000,2524614729,"Arenimonas oryziterrae YC6267",1121015,"","28 C",Mesophile,"","",28.0
Gp0013404,"Arhodomonas aquaeolei DSM 8974",PRJNA174985,SAMN02441700,Ga0000024,ARGF00000000,2519899679,"Arhodomonas aquaeolei DSM 8974",1121016,"","37 C",Mesophile,"","",37.0
Gp0013406,"Arsenophonus nasoniae DSM 15247",PRJNA185551,SAMN02440620,Ga0002045,AUCC00000000,2524614872,"Arsenophonus nasoniae DSM 15247",1121018,"","30 C",Mesophile,"","",30.0
Gp0013449,"Asticcacaulis benevestitus DSM 16100, ATCC BAA-896",PRJNA169732,SAMN02440406,Ga0025326,AQWM00000000,2515154077,"Asticcacaulis benevestitus DSM 16100, ATCC BAA-896",1121022,"","15-20 C",Psychrotolerant,"","",17.5
Gp0014052,"Methyloversatilis universalis Fam500",PRJNA81137,SAMN02261295,Ga0025251,ARWH00000000,2515154210,"Methyloversatilis universalis Fam500",983952,"",30-37C,Mesophile,"","",33.5
Gp0013454,"Aurantimonas coralicida DSM 14790",PRJNA188829,SAMN02441568,Ga0002820,ATXK00000000,2523533557,"Aurantimonas coralicida DSM 14790",1121027,"","",Mesophile,"","",
Gp0013457,"Azohydromonas australica DSM 1124",PRJNA188830,SAMN02441136,Ga0002744,AUMO00000000,2526164741,"Azohydromonas australica DSM 1124",1121030,"","30-35 C",Mesophile,"","",32.5
Gp0013461,"Niveispirillum irakense DSM 11586",PRJNA185556,SAMN02440868,Ga0002316,AUCG00000000,2524023250,"Niveispirillum irakense DSM 11586",1121034,"","30-33 C",Mesophile,"","",31.5
Gp0013463,"Bacillus acidiproducens DSM 23148",PRJNA174173,SAMN02441029,Ga0000032,ARFQ00000000,2519899659,"Bacillus acidiproducens DSM 23148",444461,"","37 C",Thermotolerant,"","",37.0
Gp0013465,"Bacillus aurantiacus DSM 18675",PRJNA185559,SAMN02441191,Ga0002329,AUCJ00000000,2524614609,"Bacillus aurantiacus DSM 18675",1121086,"","28 C",Mesophile,"","",28.0
Gp0013469,"Bacillus fordii DSM 16014",PRJNA174978,SAMN02441018,Ga0000034,ARGB00000000,2517572148,"Bacillus fordii DSM 16014",1121090,"","",Mesophile,"","",
Gp0013524,"Bacillus kribbensis DSM 17871",PRJNA188832,SAMN02440689,Ga0002791,AUMQ00000000,2524023229,"Bacillus kribbensis DSM 17871",1121092,"","30-33 C",Mesophile,"","",31.5
Gp0013526,"Bacteroides barnesiae DSM 18169",PRJNA174979,SAMN02441019,Ga0000007,ARGC00000000,2517572120,"Bacteroides barnesiae DSM 18169",1121094,"","37 C","","","",37.0
Gp0013529,"Bacteroides graminisolvens DSM 19988",PRJNA174980,SAMN02441226,Ga0000009,ATZI00000000,2524614553,"Bacteroides graminisolvens DSM 19988",1121097,"","30-35 C",Mesophile,"","",32.5
Gp0013532,"Bacteroides pyogenes DSM 20611",PRJNA174175,SAMN02441225,Ga0000010,ATZH00000000,2524614554,"Bacteroides pyogenes DSM 20611",1121100,"","37 C",Mesophile,"","",37.0
Gp0013536,"Balneola vulgaris DSM 17893",PRJNA169824,SAMN02440413,Ga0025450,AQXH00000000,2515154152,"Balneola vulgaris DSM 17893",1121104,"","30 C",Mesophile,"","",30.0
Gp0013541,"Bifidobacterium minimum DSM 20102",PRJNA188848,SAMN02440587,Ga0002795,ATXM00000000,2524023146,"Bifidobacterium minimum DSM 20102",1121109,"","37 C",Mesophile,"","",37.0
Gp0013544,"Bifidobacterium tsurumiense DSM 17777",PRJNA185562,SAMN02440869,Ga0002347,AUCL00000000,2524023141,"Bifidobacterium tsurumiense DSM 17777",1121112,"","37 C",Mesophile,"","",37.0
Gp0013605,"Brachymonas chironomi DSM 19884",PRJNA174982,SAMN02441699,Ga0000850,ARGE00000000,2518285616,"Brachymonas chironomi DSM 19884",1121116,"","30 C",Mesophile,"","",30.0
Gp0013611,"Brevibacterium album DSM 18261",PRJNA195785,SAMN02440844,Ga0002806,AUFJ00000000,2524614662,"Brevibacterium album DSM 18261",1121122,"","",Mesophile,"","",
Gp0013612,"Brevundimonas aveniformis DSM 17977",PRJNA185350,SAMN02440608,Ga0002027,AUAO00000000,2524614798,"Brevundimonas aveniformis DSM 17977",1121123,"","30 C",Mesophile,"","",30.0
Gp0013616,"Budvicia aquatica DSM 5075, ATCC 35567",PRJNA163033,SAMN02440598,Ga0025179,ATYS00000000,2513237113,"Budvicia aquatica DSM 5075, ATCC 35567",1111728,"","",Mesophile,"","",
Gp0013419,"Chitinibacter tainanensis DSM 15459",PRJNA185565,SAMN02441549,Ga0002048,AUCN00000000,2524614843,"Chitinibacter tainanensis DSM 15459",1121274,"","30-37 C",Mesophile,"","",33.5
Gp0013422,"Chitinimonas koreensis DSM 17726",PRJNA182398,SAMN02440887,Ga0000037,ATZZ00000000,2524614556,"Chitinimonas koreensis DSM 17726",1121278,"","",Mesophile,"","",
Gp0013429,"Chryseobacterium caeni DSM 17710",PRJNA195786,SAMN02441523,Ga0002746,AUFK00000000,2524614876,"Chryseobacterium caeni DSM 17710",1121285,"","28-30 C",Mesophile,"","",29.0
Gp0013681,"Comamonas badia DSM 17552",PRJNA195787,SAMN02441113,Ga0000328,AXVM00000000,2528768012,"Comamonas badia DSM 17552",1121348,"","27-30 C",Mesophile,"","",28.5
Gp0013759,"Derxia gummosa DSM 723",PRJNA188859,SAMN02440752,Ga0002081,AXWS00000000,2529292503,"Derxia gummosa DSM 723",1121388,"","25-35 C",Mesophile,"","",30.0
Gp0013810,"Desulfatirhabdium butyrativorans DSM 18734",PRJNA185575,SAMN02440872,Ga0002015,AUCU00000000,2524023145,"Desulfatirhabdium butyrativorans DSM 18734",1121394,"","28-30 C",Mesophile,"","",29.0
Gp0013812,"Desulfobacter curvatus DSM 3379",PRJNA169816,SAMN02441374,Ga0025292,AREY00000000,2515154174,"Desulfobacter curvatus DSM 3379",1121396,"","28-31 C","","","",29.5
Gp0013822,"Desulfocurvus vexinensis DSM 17965",PRJNA185578,SAMN02584926,Ga0002073,JAEX00000000,2541046937,"Desulfocurvus vexinensis DSM 17965",1121406,"","37 C",Mesophile,"","",37.0
Gp0008940,"Enterobacter cloacae SCF1",PRJNA53533,SAMN00116754,Ga0028583,CP002272,649633041,"Enterobacter cloacae SCF1",701347,"",30,Mesophile,"","",30.0
Gp0013892,"Desulfotomaculum alcoholivorax DSM 16058",PRJNA188862,SAMN02440796,Ga0002808,AUMW00000000,2524023147,"Desulfotomaculum alcoholivorax DSM 16058",1121422,"","44-46 C",Thermophile,"","",45.0
Gp0013957,"Desulfovibrio africanus DSM 2603",PRJNA188878,SAMN02441475,Ga0002712,AULZ00000000,2526164711,"Desulfovibrio africanus DSM 2603",1121435,"","",Mesophile,"","",
Gp0013958,"Desulfovibrio alaskensis DSM 16109",PRJNA188879,SAMN02441442,Ga0002755,AXWQ00000000,2528311093,"Desulfovibrio alaskensis DSM 16109",1121436,"","37 C",Mesophile,"","",37.0
Gp0013962,"Desulfovibrio bastinii DSM 16055",PRJNA185579,SAMN02440625,Ga0002067,AUCX00000000,2524023158,"Desulfovibrio bastinii DSM 16055",1121441,"","35-40 C",Mesophile,"","",37.5
Gp0013964,"Desulfovibrio cuneatus DSM 11391",PRJNA185580,SAMN02440626,Ga0002066,AUCY00000000,2523231026,"Desulfovibrio cuneatus DSM 11391",1121443,"","28 C",Psychrotolerant,"","",28.0
Gp0013969,"Desulfovibrio gigas DSM 1382, ATCC 19364",PRJNA185533,SAMN02440613,Ga0002077,AUBO00000000,2523231027,"Desulfovibrio gigas DSM 1382, ATCC 19364",1121448,"","30-35 C",Mesophile,"","",32.5
Gp0013972,"Desulfovibrio hydrothermalis AM13, DSM 14728",PRJNA188881,SAMN02440858,Ga0002810,AUDB00000000,2523533539,"Desulfovibrio hydrothermalis AM13, DSM 14728",1121451,"","35 C",Mesophile,"","",35.0
Gp0013974,"Desulfovibrio inopinatus DSM 10711",PRJNA185534,SAMN02441548,Ga0001389,AUBP00000000,2524614631,"Desulfovibrio inopinatus DSM 10711",1121453,"","30 C",Mesophile,"","",30.0
Gp0014027,"Desulfovibrio longus DSM 6739",PRJNA185535,SAMN02441247,Ga0002078,ATVA00000000,2523533522,"Desulfovibrio longus DSM 6739",1121456,"","35 C",Mesophile,"","",35.0
Gp0014033,"Desulfovibrio putealis DSM 16056",PRJNA185536,SAMN02441200,Ga0002043,AUBQ00000000,2523231030,"Desulfovibrio putealis DSM 16056",1121462,"","30 C",Mesophile,"","",30.0
Gp0014038,"Desulfovibrio zosterae DSM 11974",PRJNA188882,SAMN02441537,Ga0002807,AUDC00000000,2523533628,"Desulfovibrio zosterae DSM 11974",1121467,"",32.5-34.5,Mesophile,"","",33.5
Gp0014043,"Desulfurispora thermophila DSM 16022",PRJNA169736,SAMN02440407,Ga0025396,AQWN00000000,2515154092,"Desulfurispora thermophila DSM 16022",1121472,"","59-61 C",Thermophile,"","",60.0
Gp0013005,"Donghicola xiamenensis DSM 18339",PRJNA185538,SAMN02440615,Ga0002304,AUBS00000000,2524023213,"Donghicola xiamenensis DSM 18339",1121479,"","25 C",Mesophile,"","",25.0
Gp0013006,"Pseudoduganella violaceinigra DSM 15887",PRJNA188890,SAMN02440629,Ga0002083,AUDI00000000,2523533621,"Pseudoduganella violaceinigra DSM 15887",1121480,"","28-30 C",Mesophile,"","",29.0
Gp0013007,"Dyadobacter alkalitolerans DSM 23607",PRJNA185354,SAMN02440874,Ga0002040,AUAS00000000,2524023163,"Dyadobacter alkalitolerans DSM 23607",1121481,"","18-25 C",Mesophile,"","",21.5
Gp0013008,"Dyadobacter beijingensis DSM 21582",PRJNA187097,SAMN02441320,Ga0001161,ARNI00000000,2522125168,"Dyadobacter beijingensis DSM 21582",1121482,"","28 C",Mesophile,"","",28.0
Gp0013012,"Dysgonomonas mossii DSM 22836",PRJNA169721,SAMN02441731,Ga0025394,AQWJ00000000,2515154085,"Dysgonomonas mossii DSM 22836",742767,"","",Mesophile,"","",
Gp0013013,"Echinicola pacifica DSM 19836",PRJNA169722,SAMN02441711,Ga0025378,ARDN00000000,2515154083,"Echinicola pacifica DSM 19836",1121859,"","25-28 C",Mesophile,"","",26.5
Gp0013016,"Endozoicomonas elysicola MKT110, DSM 22380",PRJNA169813,SAMN02440436,Ga0025462,AREW00000000,2515154160,"Endozoicomonas elysicola MKT110",1121862,"",25C,Mesophile,"","",25.0
Gp0013020,"Enterorhabdus mucosicola DSM 19490",PRJNA185586,SAMN02440648,Ga0002351,AUGK00000000,2524023091,"Enterorhabdus mucosicola DSM 19490",1121866,"","30-40 C",Mesophile,"","",35.0
Gp0013025,"Eremococcus coleocola DSM 15696",PRJNA185355,SAMN02440875,Ga0002336,AUAT00000000,2524614563,"Eremococcus coleocola DSM 15696",1121871,"","",Mesophile,"","",
Gp0013438,"Ferrimonas futtsuensis DSM 18154",PRJNA185588,SAMN02441517,Ga0001403,AUGL00000000,2522572161,"Ferrimonas futtsuensis DSM 18154",1121878,"","30 C",Mesophile,"","",30.0
Gp0013439,"Ferrimonas kyonanensis DSM 18153",PRJNA188891,SAMN02441539,Ga0002704,AUDJ00000000,2524023060,"Ferrimonas kyonanensis DSM 18153",1121879,"","25-28 C",Mesophile,"","",26.5
Gp0013440,"Ferrimonas senticii DSM 18821",PRJNA185589,SAMN02440848,Ga0002021,AUGM00000000,2523533614,"Ferrimonas senticii DSM 18821",1121880,"","20-37 C",Mesophile,"","",28.5
Gp0013496,"Flavobacterium antarcticum DSM 19726",PRJNA163029,SAMN02441252,Ga0025177,ATTM00000000,2513237111,"Flavobacterium antarcticum DSM 19726",1111730,"","21.2 C",Psychrotolerant,"","",21.2
Gp0013499,"Flavobacterium denitrificans DSM 15936",PRJNA188893,SAMN02441540,Ga0002752,AUDL00000000,2523533577,"Flavobacterium denitrificans DSM 15936",1121888,"","25 C",Mesophile,"","",25.0
Gp0013500,"Flavobacterium filum DSM 17961",PRJNA188894,SAMN02440630,Ga0002320,AUDM00000000,2523533606,"Flavobacterium filum DSM 17961",1121889,"","25-35 C",Mesophile,"","",30.0
Gp0013501,"Flavobacterium frigidarium DSM 17623",PRJNA188896,SAMN02440631,Ga0002749,AUDO00000000,2523533550,"Flavobacterium frigidarium DSM 17623",1121890,"","15 C",Psychrophile,"","",15.0
Gp0013502,"Flavobacterium gelidilacus DSM 15343",PRJNA185590,SAMN02441177,Ga0002115,AUGN00000000,2523533607,"Flavobacterium gelidilacus DSM 15343",1121891,"","20 C",Psychrotrophic,"","",20.0
Gp0013506,"Flavobacterium rivuli DSM 21788",PRJNA182404,SAMN02441333,Ga0000334,ARKJ00000000,2519103183,"Flavobacterium rivuli DSM 21788",1121895,"20 C","16-24 C",Mesophile,"","",20.0
Gp0013508,"Flavobacterium soli DSM 19725",PRJNA185591,SAMN02441178,Ga0002322,AUGO00000000,2522572162,"Flavobacterium soli DSM 19725",1121897,"","25 C",Mesophile,"","",25.0
Gp0013510,"Flavobacterium suncheonense GH29-5, DSM 17707",PRJNA185581,SAMN02440857,Ga0002319,AUCZ00000000,2524614632,"Flavobacterium suncheonense GH29-5, DSM 17707",1121899,"","",Mesophile,"","",
Gp0013512,"Flavobacterium tegetincola DSM 22377",PRJNA188895,SAMN02440861,Ga0002748,AUDN00000000,2524023138,"Flavobacterium tegetincola DSM 22377",1121901,"","20 C",Psychrotrophic,"","",20.0
Gp0013570,"Fodinicurvata sediminis DSM 21159",PRJNA185585,SAMN02441250,Ga0002307,ATVH00000000,2523533601,"Fodinicurvata sediminis DSM 21159",570952,"","28 C",Mesophile,"","",28.0
Gp0013575,"Gaetbulibacter saemankumensis DSM 17032",PRJNA188904,SAMN02441528,Ga0002824,AUDV00000000,2524614665,"Gaetbulibacter saemankumensis DSM 17032",1121909,"","25-30 C",Mesophile,"","",27.5
Gp0013578,"Gelidibacter mesophilus DSM 14095",PRJNA185617,SAMN02440834,Ga0002054,AUHD00000000,2523231061,"Gelidibacter mesophilus DSM 14095",1121912,"","",Mesophile,"","",
Gp0013584,"Geopsychrobacter electrodiphilus DSM 16401",PRJNA179458,SAMN02441294,Ga0000835,ARWE00000000,2522572047,"Geopsychrobacter electrodiphilus DSM 16401",1121918,"","22 C",Psychrotrophic,"","",22.0
Gp0013587,"Gilvimarinus chinensis DSM 19667",PRJNA178475,SAMN02441352,Ga0000335,ARIX00000000,2519103187,"Gilvimarinus chinensis DSM 19667",1121921,"","28-30 C",Mesophile,"","",29.0
Gp0013647,"Glaciibacter superstes DSM 21135",PRJNA195790,SAMN02440580,Ga0002782,ATWH00000000,2524614536,"Glaciibacter superstes DSM 21135",1121924,"","20 C",Psychrophile,"","",20.0
Gp0013654,"Gracilibacillus lacisalsi DSM 19029",PRJNA178476,SAMN02441353,Ga0000336,ARIY00000000,2519103189,"Gracilibacillus lacisalsi DSM 19029",1121929,"","40 C",Thermotolerant,"","",40.0
Gp0013656,"Gramella echinicola DSM 19838",PRJNA185622,SAMN02441504,Ga0002058,AUHG00000000,2524614734,"Gramella echinicola DSM 19838",1121931,"","23-25 C",Mesophile,"","",24.0
Gp0013657,"Gramella portivictoriae DSM 23547",PRJNA185621,SAMN02441167,Ga0002034,AUHF00000000,2524614725,"Gramella portivictoriae DSM 23547",1121932,"","28-30 C",Mesophile,"","",29.0
Gp0013659,"Gulosibacter molinativorax DSM 13485",PRJNA188907,SAMN02441529,Ga0002766,AUDX00000000,2524614660,"Gulosibacter molinativorax DSM 13485",1121934,"","35-37 C",Mesophile,"","",36.0
Gp0013661,"Halalkalibacillus halophilus DSM 18494",PRJNA185624,SAMN02440657,Ga0002354,AUHI00000000,2524023153,"Halalkalibacillus halophilus DSM 18494",1121936,"","30-37 C",Mesophile,"","",33.5
Gp0013663,"Halobacillus kuroshimensis DSM 18393",PRJNA188908,SAMN02441195,Ga0002772,AUDY00000000,2523533634,"Halobacillus kuroshimensis DSM 18393",1121938,"","25 C",Mesophile,"","",25.0
